id_cp_interaction	interacting_pair	partner_a	partner_b	gene_a	gene_b	secreted	receptor_a	receptor_b	annotation_strategy	is_integrin	B_cell|B_cell	B_cell|CancerHR-proficient	B_cell|CancerHRD	B_cell|DC	B_cell|EC	B_cell|Fibroblast	B_cell|Mast	B_cell|Myeloid	B_cell|T_cell	CancerHR-proficient|B_cell	CancerHR-proficient|CancerHR-proficient	CancerHR-proficient|CancerHRD	CancerHR-proficient|DC	CancerHR-proficient|EC	CancerHR-proficient|Fibroblast	CancerHR-proficient|Mast	CancerHR-proficient|Myeloid	CancerHR-proficient|T_cell	CancerHRD|B_cell	CancerHRD|CancerHR-proficient	CancerHRD|CancerHRD	CancerHRD|DC	CancerHRD|EC	CancerHRD|Fibroblast	CancerHRD|Mast	CancerHRD|Myeloid	CancerHRD|T_cell	DC|B_cell	DC|CancerHR-proficient	DC|CancerHRD	DC|DC	DC|EC	DC|Fibroblast	DC|Mast	DC|Myeloid	DC|T_cell	EC|B_cell	EC|CancerHR-proficient	EC|CancerHRD	EC|DC	EC|EC	EC|Fibroblast	EC|Mast	EC|Myeloid	EC|T_cell	Fibroblast|B_cell	Fibroblast|CancerHR-proficient	Fibroblast|CancerHRD	Fibroblast|DC	Fibroblast|EC	Fibroblast|Fibroblast	Fibroblast|Mast	Fibroblast|Myeloid	Fibroblast|T_cell	Mast|B_cell	Mast|CancerHR-proficient	Mast|CancerHRD	Mast|DC	Mast|EC	Mast|Fibroblast	Mast|Mast	Mast|Myeloid	Mast|T_cell	Myeloid|B_cell	Myeloid|CancerHR-proficient	Myeloid|CancerHRD	Myeloid|DC	Myeloid|EC	Myeloid|Fibroblast	Myeloid|Mast	Myeloid|Myeloid	Myeloid|T_cell	T_cell|B_cell	T_cell|CancerHR-proficient	T_cell|CancerHRD	T_cell|DC	T_cell|EC	T_cell|Fibroblast	T_cell|Mast	T_cell|Myeloid	T_cell|T_cell
CPI-SS0D529E576	GRIN2B_IL16	simple:Q13224	simple:Q14005	GRIN2B	IL16	True	True	False	I2D	False	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.292	0.026	0.033	0.26	0.045	0.059	0.094	0.107	0.374	0.292	0.026	0.033	0.26	0.045	0.058	0.094	0.107	0.374	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.292	0.026	0.033	0.26	0.045	0.058	0.094	0.107	0.374	0.292	0.026	0.033	0.26	0.045	0.058	0.094	0.107	0.374	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CPI-SS055B305F1	CEACAM1_CD209	simple:P13688	simple:Q9NNX6	CEACAM1	CD209	True	False	True	curated	False	0.008	0.009	0.01	0.015	0.008	0.008	0.0	0.068	0.008	0.01	0.011	0.012	0.017	0.01	0.01	0.0	0.07	0.01	0.018	0.019	0.02	0.025	0.018	0.018	0.0	0.078	0.018	0.002	0.003	0.004	0.009	0.002	0.002	0.0	0.062	0.002	0.02	0.02	0.022	0.027	0.02	0.02	0.0	0.079	0.02	0.001	0.002	0.003	0.008	0.001	0.001	0.0	0.061	0.001	0.039	0.04	0.041	0.046	0.039	0.039	0.0	0.099	0.039	0.004	0.004	0.005	0.011	0.004	0.004	0.0	0.063	0.004	0.012	0.013	0.014	0.019	0.012	0.012	0.0	0.072	0.012
CPI-SS0544D2759	ICAM2_CD209	simple:P13598	simple:Q9NNX6	ICAM2	CD209	True	False	True	curated	False	0.152	0.153	0.154	0.159	0.152	0.152	0.0	0.212	0.152	0.01	0.011	0.012	0.017	0.01	0.01	0.0	0.07	0.01	0.021	0.022	0.023	0.028	0.021	0.021	0.0	0.081	0.021	0.078	0.079	0.08	0.085	0.078	0.078	0.0	0.138	0.078	0.434	0.435	0.436	0.441	0.434	0.434	0.0	0.494	0.434	0.016	0.017	0.018	0.023	0.017	0.017	0.0	0.076	0.017	0.031	0.032	0.033	0.038	0.031	0.031	0.0	0.091	0.031	0.065	0.066	0.067	0.072	0.066	0.066	0.0	0.125	0.066	0.145	0.146	0.147	0.152	0.145	0.145	0.0	0.205	0.145
CPI-SS0A2949959	ICAM3_CD209	simple:P32942	simple:Q9NNX6	ICAM3	CD209	True	False	True	curated	False	0.37	0.37	0.372	0.377	0.37	0.37	0.0	0.429	0.37	0.065	0.066	0.067	0.072	0.065	0.066	0.0	0.125	0.065	0.059	0.06	0.061	0.066	0.059	0.059	0.0	0.119	0.059	0.214	0.215	0.216	0.221	0.214	0.214	0.0	0.274	0.214	0.06	0.06	0.061	0.066	0.06	0.06	0.0	0.119	0.06	0.043	0.043	0.045	0.05	0.043	0.043	0.0	0.102	0.043	0.14	0.14	0.141	0.147	0.14	0.14	0.0	0.199	0.14	0.085	0.086	0.087	0.092	0.086	0.086	0.0	0.145	0.086	0.405	0.405	0.407	0.412	0.405	0.405	0.0	0.464	0.405
CPI-SS0A2D7895C	CEACAM1_CEACAM6	simple:P13688	simple:P40199	CEACAM1	CEACAM6	True	False	False	curated	False	0.008	0.1	0.02	0.0	0.009	0.009	0.013	0.008	0.009	0.01	0.102	0.022	0.0	0.012	0.012	0.015	0.01	0.011	0.018	0.11	0.03	0.0	0.02	0.02	0.023	0.018	0.019	0.002	0.094	0.014	0.0	0.004	0.004	0.007	0.002	0.003	0.02	0.112	0.031	0.0	0.021	0.021	0.024	0.02	0.021	0.001	0.093	0.013	0.0	0.002	0.002	0.006	0.001	0.002	0.039	0.131	0.051	0.0	0.04	0.04	0.044	0.039	0.04	0.004	0.096	0.015	0.0	0.005	0.005	0.008	0.004	0.005	0.012	0.104	0.024	0.0	0.014	0.014	0.017	0.012	0.013
CPI-SS0322747C2	CEACAM5_CEACAM6	simple:P06731	simple:P40199	CEACAM5	CEACAM6	False	False	False	curated	False	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.008	0.1	0.02	0.0	0.009	0.009	0.013	0.008	0.009	0.003	0.094	0.014	0.0	0.004	0.004	0.007	0.003	0.003	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.092	0.012	0.0	0.002	0.002	0.005	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.092	0.012	0.0	0.002	0.002	0.005	0.0	0.001
CPI-SS001BF66E8	CEACAM6_CEACAM6	simple:P40199	simple:P40199	CEACAM6	CEACAM6	False	False	False	curated	False	0.0	0.092	0.012	0.0	0.002	0.002	0.005	0.0	0.001	0.092	0.184	0.104	0.0	0.093	0.093	0.097	0.092	0.093	0.012	0.104	0.023	0.0	0.013	0.013	0.016	0.012	0.013	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.002	0.093	0.013	0.0	0.003	0.003	0.006	0.002	0.003	0.002	0.093	0.013	0.0	0.003	0.003	0.006	0.002	0.002	0.005	0.097	0.016	0.0	0.006	0.006	0.01	0.005	0.006	0.0	0.092	0.012	0.0	0.002	0.002	0.005	0.0	0.001	0.001	0.093	0.013	0.0	0.003	0.002	0.006	0.001	0.002
CPI-SS0D449DE26	MLNR_GHRL	simple:O43193	simple:Q9UBU3	MLNR	GHRL	True	True	False	I2D,InnateDB-All	False	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001	0.001	0.001	0.065	0.001	0.0	0.003	0.01	0.0	0.001	0.002	0.001	0.066	0.002	0.001	0.003	0.01	0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001	0.001	0.001	0.065	0.001	0.001	0.003	0.01	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CPI-SS042EB8C7A	TBXA2R_GHRL	simple:P21731	simple:Q9UBU3	TBXA2R	GHRL	True	True	False	InnateDB-All	False	0.004	0.004	0.004	0.068	0.004	0.003	0.005	0.012	0.003	0.002	0.002	0.002	0.067	0.003	0.002	0.004	0.011	0.002	0.003	0.003	0.003	0.067	0.003	0.002	0.005	0.012	0.002	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.072	0.072	0.072	0.136	0.072	0.071	0.073	0.08	0.071	0.015	0.015	0.015	0.08	0.016	0.015	0.017	0.024	0.015	0.002	0.002	0.002	0.066	0.002	0.001	0.004	0.011	0.001	0.001	0.001	0.001	0.066	0.002	0.001	0.003	0.01	0.001	0.002	0.002	0.002	0.067	0.003	0.002	0.004	0.011	0.002
CPI-SS043E0F61D	PTGER3_GHRL	simple:P43115	simple:Q9UBU3	PTGER3	GHRL	True	True	False	InnateDB-All	False	0.001	0.001	0.001	0.065	0.002	0.001	0.003	0.01	0.001	0.016	0.017	0.016	0.081	0.017	0.016	0.018	0.025	0.016	0.011	0.011	0.011	0.075	0.011	0.011	0.013	0.02	0.01	0.032	0.032	0.032	0.096	0.032	0.032	0.034	0.041	0.032	0.005	0.005	0.005	0.069	0.005	0.005	0.007	0.014	0.005	0.125	0.125	0.125	0.189	0.125	0.124	0.127	0.134	0.124	0.029	0.029	0.029	0.093	0.029	0.028	0.031	0.038	0.028	0.003	0.003	0.003	0.067	0.004	0.003	0.005	0.012	0.003	0.002	0.002	0.002	0.066	0.002	0.002	0.004	0.011	0.002
CPI-SS05D406038	PTGIR_GHRL	simple:P43119	simple:Q9UBU3	PTGIR	GHRL	True	True	False	InnateDB-All	False	0.002	0.002	0.002	0.066	0.002	0.002	0.004	0.011	0.001	0.002	0.003	0.002	0.067	0.003	0.002	0.004	0.011	0.002	0.003	0.003	0.003	0.067	0.003	0.002	0.005	0.011	0.002	0.048	0.048	0.048	0.112	0.048	0.047	0.05	0.057	0.047	0.002	0.002	0.002	0.066	0.002	0.001	0.004	0.01	0.001	0.058	0.058	0.058	0.122	0.059	0.058	0.06	0.067	0.058	0.002	0.002	0.002	0.066	0.002	0.002	0.004	0.011	0.001	0.014	0.014	0.014	0.078	0.014	0.014	0.016	0.023	0.014	0.007	0.007	0.007	0.071	0.007	0.006	0.009	0.015	0.006
CPI-SS090987D9C	GHRHR_GHRL	simple:Q02643	simple:Q9UBU3	GHRHR	GHRL	True	True	False	curated	False	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001	0.001	0.001	0.065	0.001	0.001	0.003	0.01	0.001	0.001	0.001	0.001	0.065	0.002	0.001	0.003	0.01	0.001	0.001	0.001	0.001	0.065	0.001	0.001	0.003	0.01	0.001	0.001	0.001	0.001	0.065	0.001	0.001	0.003	0.01	0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CPI-SS085C150CE	ACE2_GHRL	simple:Q9BYF1	simple:Q9UBU3	ACE2	GHRL	True	True	False	I2D	False	0.001	0.002	0.001	0.066	0.002	0.001	0.003	0.01	0.001	0.002	0.002	0.002	0.066	0.003	0.002	0.004	0.011	0.002	0.004	0.005	0.004	0.069	0.005	0.004	0.006	0.013	0.004	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001	0.001	0.001	0.066	0.002	0.001	0.003	0.01	0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001	0.001	0.001	0.065	0.001	0.001	0.003	0.01	0.001	0.001	0.001	0.001	0.065	0.001	0.0	0.003	0.01	0.0
CPI-SC0236D0574	TBXA2R_ThromboxaneA2_byTBXAS1	simple:P21731	complex:ThromboxaneA2_byTBXAS1	TBXA2R		True	True	False	curated	False	0.04	0.01	0.013	0.143	0.007	0.005	0.157	0.283	0.025	0.039	0.008	0.011	0.142	0.006	0.003	0.156	0.282	0.024	0.039	0.009	0.012	0.142	0.006	0.004	0.156	0.282	0.025	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.108	0.078	0.081	0.211	0.075	0.072	0.225	0.351	0.093	0.052	0.021	0.024	0.155	0.019	0.016	0.169	0.295	0.037	0.038	0.008	0.011	0.142	0.006	0.003	0.155	0.281	0.024	0.038	0.007	0.01	0.141	0.005	0.002	0.155	0.281	0.023	0.039	0.008	0.011	0.142	0.006	0.003	0.156	0.282	0.024
CPI-SC08252842D	PTGER3_ProstaglandinE2_byPTGES	simple:P43115	complex:ProstaglandinE2_byPTGES	PTGER3		True	True	False	curated	False	0.001	0.04	0.033	0.001	0.021	0.096	0.0	0.002	0.002	0.016	0.055	0.048	0.016	0.037	0.112	0.0	0.018	0.017	0.011	0.05	0.043	0.011	0.031	0.106	0.0	0.012	0.011	0.032	0.071	0.064	0.032	0.052	0.127	0.0	0.033	0.033	0.005	0.044	0.037	0.005	0.025	0.1	0.0	0.006	0.005	0.125	0.164	0.157	0.125	0.145	0.22	0.0	0.126	0.125	0.028	0.067	0.061	0.028	0.049	0.124	0.0	0.03	0.029	0.003	0.042	0.035	0.003	0.023	0.098	0.0	0.005	0.004	0.002	0.041	0.034	0.002	0.022	0.097	0.0	0.003	0.002
CPI-SC0BE9FDD60	PTGER1_ProstaglandinE2_byPTGES	simple:P34995	complex:ProstaglandinE2_byPTGES	PTGER1		True	True	False	curated	False	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001	0.04	0.034	0.001	0.022	0.097	0.0	0.003	0.002	0.001	0.04	0.034	0.001	0.022	0.097	0.0	0.003	0.002	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001	0.04	0.033	0.001	0.021	0.096	0.0	0.002	0.002	0.006	0.045	0.038	0.006	0.026	0.102	0.0	0.008	0.007	0.002	0.041	0.034	0.002	0.022	0.097	0.0	0.003	0.002	0.0	0.04	0.033	0.001	0.021	0.096	0.0	0.002	0.001	0.0	0.04	0.033	0.001	0.021	0.096	0.0	0.002	0.001
CPI-SC081B8028B	PTGER4_ProstaglandinE2_byPTGES	simple:P35408	complex:ProstaglandinE2_byPTGES	PTGER4		True	True	False	curated	False	0.033	0.072	0.065	0.033	0.053	0.128	0.0	0.034	0.033	0.01	0.049	0.042	0.01	0.031	0.106	0.0	0.012	0.011	0.013	0.052	0.045	0.013	0.033	0.108	0.0	0.014	0.013	0.179	0.218	0.211	0.179	0.199	0.274	0.0	0.181	0.18	0.018	0.057	0.05	0.018	0.038	0.113	0.0	0.019	0.019	0.053	0.092	0.086	0.053	0.074	0.149	0.0	0.055	0.054	0.012	0.051	0.044	0.012	0.032	0.108	0.0	0.014	0.013	0.179	0.218	0.211	0.179	0.199	0.274	0.0	0.181	0.18	0.241	0.28	0.274	0.242	0.262	0.337	0.0	0.243	0.242
CPI-SC08932F30D	PTGER2_ProstaglandinE2_byPTGES	simple:P43116	complex:ProstaglandinE2_byPTGES	PTGER2		True	True	False	curated	False	0.004	0.043	0.036	0.004	0.024	0.099	0.0	0.005	0.004	0.006	0.045	0.039	0.006	0.027	0.102	0.0	0.008	0.007	0.006	0.045	0.038	0.006	0.026	0.101	0.0	0.007	0.006	0.008	0.047	0.04	0.008	0.029	0.104	0.0	0.01	0.009	0.003	0.042	0.035	0.003	0.024	0.099	0.0	0.005	0.004	0.021	0.06	0.054	0.022	0.042	0.117	0.0	0.023	0.022	0.053	0.092	0.086	0.054	0.074	0.149	0.0	0.055	0.054	0.04	0.079	0.073	0.04	0.061	0.136	0.0	0.042	0.041	0.094	0.133	0.126	0.094	0.114	0.189	0.0	0.095	0.094
CPI-SC0588019E6	PTGER3_ProstaglandinE2_byPTGES2	simple:P43115	complex:ProstaglandinE2_byPTGES2	PTGER3		True	True	False	curated	False	0.081	0.073	0.067	0.213	0.088	0.094	0.059	0.125	0.097	0.096	0.089	0.083	0.228	0.103	0.109	0.074	0.14	0.112	0.091	0.083	0.077	0.223	0.097	0.104	0.068	0.134	0.106	0.112	0.104	0.098	0.244	0.119	0.125	0.09	0.156	0.128	0.085	0.077	0.071	0.217	0.092	0.098	0.063	0.128	0.101	0.205	0.197	0.191	0.337	0.211	0.218	0.182	0.248	0.22	0.109	0.101	0.095	0.24	0.115	0.121	0.086	0.152	0.124	0.083	0.075	0.07	0.215	0.09	0.096	0.061	0.127	0.099	0.082	0.074	0.068	0.214	0.089	0.095	0.06	0.125	0.098
CPI-SC00A2075DC	PTGER1_ProstaglandinE2_byPTGES2	simple:P34995	complex:ProstaglandinE2_byPTGES2	PTGER1		True	True	False	curated	False	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.081	0.074	0.068	0.213	0.088	0.094	0.059	0.125	0.097	0.082	0.074	0.068	0.213	0.088	0.094	0.059	0.125	0.097	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.081	0.073	0.067	0.213	0.088	0.094	0.059	0.125	0.097	0.086	0.079	0.073	0.218	0.093	0.099	0.064	0.13	0.102	0.082	0.074	0.068	0.214	0.089	0.095	0.059	0.125	0.097	0.081	0.073	0.067	0.213	0.087	0.094	0.058	0.124	0.096	0.081	0.073	0.067	0.213	0.087	0.094	0.058	0.124	0.096
CPI-SC09484F060	PTGER4_ProstaglandinE2_byPTGES2	simple:P35408	complex:ProstaglandinE2_byPTGES2	PTGER4		True	True	False	curated	False	0.113	0.105	0.099	0.245	0.12	0.126	0.091	0.156	0.129	0.09	0.083	0.077	0.222	0.097	0.103	0.068	0.134	0.106	0.093	0.085	0.079	0.225	0.1	0.106	0.071	0.136	0.109	0.259	0.252	0.246	0.391	0.266	0.272	0.237	0.303	0.275	0.098	0.09	0.085	0.23	0.105	0.111	0.076	0.142	0.114	0.134	0.126	0.12	0.265	0.14	0.146	0.111	0.177	0.149	0.092	0.085	0.079	0.224	0.099	0.105	0.07	0.136	0.108	0.259	0.251	0.246	0.391	0.266	0.272	0.237	0.303	0.275	0.322	0.314	0.308	0.454	0.328	0.335	0.299	0.365	0.337
CPI-SC0FE04B899	PTGER2_ProstaglandinE2_byPTGES2	simple:P43116	complex:ProstaglandinE2_byPTGES2	PTGER2		True	True	False	curated	False	0.084	0.076	0.07	0.216	0.091	0.097	0.062	0.127	0.1	0.086	0.079	0.073	0.218	0.093	0.099	0.064	0.13	0.102	0.086	0.078	0.072	0.218	0.093	0.099	0.063	0.129	0.101	0.088	0.081	0.075	0.22	0.095	0.101	0.066	0.132	0.104	0.083	0.076	0.07	0.215	0.09	0.096	0.061	0.127	0.099	0.102	0.094	0.088	0.234	0.108	0.115	0.079	0.145	0.117	0.134	0.126	0.12	0.266	0.14	0.147	0.111	0.177	0.149	0.12	0.113	0.107	0.252	0.127	0.133	0.098	0.164	0.136	0.174	0.166	0.16	0.306	0.181	0.187	0.152	0.217	0.19
CPI-SC0976EF8E9	PTGER3_ProstaglandinE2_byPTGES3	simple:P43115	complex:ProstaglandinE2_byPTGES3	PTGER3		True	True	False	curated	False	0.374	0.457	0.348	0.456	0.422	0.413	0.413	0.516	0.487	0.389	0.473	0.363	0.471	0.437	0.428	0.428	0.531	0.502	0.384	0.467	0.358	0.466	0.432	0.423	0.423	0.525	0.496	0.405	0.488	0.379	0.487	0.453	0.444	0.444	0.547	0.518	0.378	0.461	0.352	0.46	0.426	0.417	0.417	0.52	0.491	0.498	0.581	0.472	0.58	0.546	0.537	0.537	0.639	0.61	0.401	0.485	0.376	0.483	0.449	0.44	0.44	0.543	0.514	0.376	0.459	0.35	0.458	0.424	0.415	0.415	0.518	0.489	0.375	0.458	0.349	0.457	0.423	0.414	0.414	0.517	0.488
CPI-SC0EA880BEF	PTGER1_ProstaglandinE2_byPTGES3	simple:P34995	complex:ProstaglandinE2_byPTGES3	PTGER1		True	True	False	curated	False	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.374	0.458	0.348	0.456	0.422	0.413	0.413	0.516	0.487	0.374	0.458	0.349	0.456	0.422	0.413	0.413	0.516	0.487	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.374	0.457	0.348	0.456	0.422	0.413	0.413	0.516	0.487	0.379	0.462	0.353	0.461	0.427	0.418	0.418	0.521	0.492	0.375	0.458	0.349	0.457	0.423	0.414	0.414	0.517	0.487	0.374	0.457	0.348	0.456	0.422	0.413	0.412	0.515	0.486	0.374	0.457	0.348	0.456	0.421	0.413	0.412	0.515	0.486
CPI-SC063B0B7DD	PTGER4_ProstaglandinE2_byPTGES3	simple:P35408	complex:ProstaglandinE2_byPTGES3	PTGER4		True	True	False	curated	False	0.406	0.489	0.38	0.488	0.454	0.445	0.445	0.548	0.519	0.383	0.466	0.357	0.465	0.431	0.422	0.422	0.525	0.496	0.386	0.469	0.36	0.468	0.434	0.425	0.425	0.528	0.499	0.552	0.635	0.526	0.634	0.6	0.591	0.591	0.694	0.665	0.391	0.474	0.365	0.473	0.439	0.43	0.43	0.533	0.504	0.426	0.51	0.401	0.508	0.474	0.465	0.465	0.568	0.539	0.385	0.468	0.359	0.467	0.433	0.424	0.424	0.527	0.498	0.552	0.635	0.526	0.634	0.6	0.591	0.591	0.694	0.665	0.615	0.698	0.589	0.697	0.662	0.654	0.653	0.756	0.727
CPI-SC0AC1EFC2A	PTGER2_ProstaglandinE2_byPTGES3	simple:P43116	complex:ProstaglandinE2_byPTGES3	PTGER2		True	True	False	curated	False	0.377	0.46	0.351	0.459	0.425	0.416	0.416	0.519	0.49	0.379	0.463	0.353	0.461	0.427	0.418	0.418	0.521	0.492	0.379	0.462	0.353	0.461	0.427	0.418	0.418	0.521	0.492	0.381	0.465	0.355	0.463	0.429	0.42	0.42	0.523	0.494	0.376	0.46	0.35	0.458	0.424	0.415	0.415	0.518	0.489	0.394	0.478	0.369	0.477	0.442	0.434	0.433	0.536	0.507	0.427	0.51	0.401	0.509	0.474	0.466	0.465	0.568	0.539	0.413	0.497	0.387	0.495	0.461	0.452	0.452	0.555	0.526	0.467	0.55	0.441	0.549	0.515	0.506	0.506	0.609	0.58
CPI-SC01BCB453C	PTGIR_Prostacyclin_byPTGIS	simple:P43119	complex:Prostacyclin_byPTGIS	PTGIR		True	True	False	curated	False	0.003	0.004	0.009	0.0	0.006	0.074	0.002	0.002	0.008	0.003	0.004	0.009	0.0	0.007	0.075	0.003	0.002	0.008	0.003	0.004	0.01	0.0	0.007	0.075	0.003	0.002	0.008	0.048	0.05	0.055	0.0	0.052	0.12	0.048	0.048	0.053	0.002	0.003	0.009	0.0	0.006	0.074	0.002	0.001	0.007	0.059	0.06	0.065	0.0	0.062	0.13	0.059	0.058	0.064	0.003	0.004	0.009	0.0	0.006	0.074	0.002	0.002	0.008	0.015	0.016	0.021	0.0	0.018	0.086	0.015	0.014	0.02	0.007	0.008	0.013	0.0	0.011	0.079	0.007	0.006	0.012
CPI-SC006556DF8	DHH_PTCH_BOC_transmembrane_receptor	simple:O43323	complex:PTCH_BOC_transmembrane_receptor	DHH		True	False	True	curated	False	0.003	0.006	0.006	0.0	0.02	0.012	0.0	0.001	0.001	0.003	0.006	0.005	0.0	0.02	0.012	0.0	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.003	0.006	0.006	0.0	0.021	0.012	0.0	0.001	0.002	0.034	0.037	0.037	0.0	0.052	0.043	0.0	0.032	0.033	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.003	0.006	0.005	0.0	0.02	0.012	0.0	0.0	0.001	0.003	0.005	0.005	0.0	0.02	0.012	0.0	0.0	0.001
CPI-SC0ABE55781	DHH_PTCH_CDON_transmembrane_receptor	simple:O43323	complex:PTCH_CDON_transmembrane_receptor	DHH		True	False	True	curated	False	0.001	0.006	0.006	0.0	0.01	0.012	0.0	0.001	0.002	0.001	0.006	0.005	0.0	0.01	0.012	0.0	0.0	0.002	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001	0.006	0.006	0.0	0.011	0.012	0.0	0.001	0.002	0.032	0.037	0.037	0.0	0.042	0.043	0.0	0.032	0.033	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001	0.006	0.005	0.0	0.01	0.012	0.0	0.0	0.002	0.001	0.005	0.005	0.0	0.01	0.012	0.0	0.0	0.002
CPI-SC03021510C	DHH_PTCH_GAS1_transmembrane_receptor	simple:O43323	complex:PTCH_GAS1_transmembrane_receptor	DHH		True	False	True	curated	False	0.001	0.006	0.006	0.0	0.009	0.012	0.0	0.001	0.003	0.001	0.006	0.005	0.0	0.009	0.012	0.0	0.0	0.003	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001	0.006	0.006	0.0	0.01	0.012	0.0	0.001	0.003	0.032	0.037	0.037	0.0	0.041	0.043	0.0	0.032	0.034	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001	0.006	0.005	0.0	0.009	0.012	0.0	0.0	0.003	0.001	0.005	0.005	0.0	0.009	0.012	0.0	0.0	0.002
CPI-SS07C846DEE	DHH_HHIP	simple:O43323	simple:Q96QV1	DHH	HHIP	True	False	False	curated	False	0.0	0.0	0.0	0.002	0.001	0.002	0.022	0.0	0.0	0.0	0.0	0.0	0.002	0.001	0.002	0.022	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001	0.001	0.002	0.001	0.002	0.022	0.0	0.001	0.0	0.032	0.032	0.033	0.032	0.033	0.053	0.0	0.032	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.002	0.001	0.002	0.022	0.0	0.0	0.0	0.0	0.0	0.002	0.001	0.002	0.022	0.0	0.0
CPI-SS0F7A89A4F	SHH_HHIP	simple:Q15465	simple:Q96QV1	SHH	HHIP	True	False	False	curated	False	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.002	0.0	0.002	0.022	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001	0.001	0.002	0.001	0.003	0.022	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.002	0.001	0.002	0.022	0.0	0.0
