id_cp_interaction	interacting_pair	partner_a	partner_b	gene_a	gene_b	secreted	receptor_a	receptor_b	annotation_strategy	is_integrin	rank	B_cell|B_cell	B_cell|Cancer_cellHR-proficient	B_cell|Cancer_cellHRD	B_cell|Endothelial_cell	B_cell|Fibroblast	B_cell|Mast_cell	B_cell|Myeloid_cell	B_cell|T_cell	B_cell|pDC	Cancer_cellHR-proficient|B_cell	Cancer_cellHR-proficient|Cancer_cellHR-proficient	Cancer_cellHR-proficient|Cancer_cellHRD	Cancer_cellHR-proficient|Endothelial_cell	Cancer_cellHR-proficient|Fibroblast	Cancer_cellHR-proficient|Mast_cell	Cancer_cellHR-proficient|Myeloid_cell	Cancer_cellHR-proficient|T_cell	Cancer_cellHR-proficient|pDC	Cancer_cellHRD|B_cell	Cancer_cellHRD|Cancer_cellHR-proficient	Cancer_cellHRD|Cancer_cellHRD	Cancer_cellHRD|Endothelial_cell	Cancer_cellHRD|Fibroblast	Cancer_cellHRD|Mast_cell	Cancer_cellHRD|Myeloid_cell	Cancer_cellHRD|T_cell	Cancer_cellHRD|pDC	Endothelial_cell|B_cell	Endothelial_cell|Cancer_cellHR-proficient	Endothelial_cell|Cancer_cellHRD	Endothelial_cell|Endothelial_cell	Endothelial_cell|Fibroblast	Endothelial_cell|Mast_cell	Endothelial_cell|Myeloid_cell	Endothelial_cell|T_cell	Endothelial_cell|pDC	Fibroblast|B_cell	Fibroblast|Cancer_cellHR-proficient	Fibroblast|Cancer_cellHRD	Fibroblast|Endothelial_cell	Fibroblast|Fibroblast	Fibroblast|Mast_cell	Fibroblast|Myeloid_cell	Fibroblast|T_cell	Fibroblast|pDC	Mast_cell|B_cell	Mast_cell|Cancer_cellHR-proficient	Mast_cell|Cancer_cellHRD	Mast_cell|Endothelial_cell	Mast_cell|Fibroblast	Mast_cell|Mast_cell	Mast_cell|Myeloid_cell	Mast_cell|T_cell	Mast_cell|pDC	Myeloid_cell|B_cell	Myeloid_cell|Cancer_cellHR-proficient	Myeloid_cell|Cancer_cellHRD	Myeloid_cell|Endothelial_cell	Myeloid_cell|Fibroblast	Myeloid_cell|Mast_cell	Myeloid_cell|Myeloid_cell	Myeloid_cell|T_cell	Myeloid_cell|pDC	T_cell|B_cell	T_cell|Cancer_cellHR-proficient	T_cell|Cancer_cellHRD	T_cell|Endothelial_cell	T_cell|Fibroblast	T_cell|Mast_cell	T_cell|Myeloid_cell	T_cell|T_cell	T_cell|pDC	pDC|B_cell	pDC|Cancer_cellHR-proficient	pDC|Cancer_cellHRD	pDC|Endothelial_cell	pDC|Fibroblast	pDC|Mast_cell	pDC|Myeloid_cell	pDC|T_cell	pDC|pDC
CPI-SS0CCD89E02	CCL25_ACKR4	simple:O15444	simple:Q9NPB9	CCL25	ACKR4	True	False	True	curated	False	1.568																																																																																	
CPI-CS016CDFE07	5SHpETE_byALOX5_OXER1	complex:5SHpETE_byALOX5	simple:Q8TDS5		OXER1	True	False	True	curated	False	1.568																																																																																	
CPI-SS079FD6EC6	GAST_KIR2DL3	simple:P01350	simple:P43628	GAST	KIR2DL3	True	False	True	IMEx,IntAct	False	1.568																																																																																	
CPI-SS048242083	HLA-F_KIR3DL1	simple:P30511	simple:P43629	HLA-F	KIR3DL1	False	False	True	curated	False	1.568																																																																																	
CPI-SS0CBAA9BCC	HLA-A_KIR3DL1	simple:HLAA	simple:P43629	HLA-A	KIR3DL1	False	True	True	curated	False	1.568																																																																																	
CPI-SS008F83E02	CCL4_GPRC5D	simple:P13236	simple:Q9NZD1	CCL4	GPRC5D	True	False	True	IMEx,IntAct	False	1.568																																																																																	
CPI-SS04297753E	SPP1_CCR8	simple:P10451	simple:P51685	SPP1	CCR8	True	False	True	IMEx,MINT	False	1.568																																																																																	
CPI-SS03A875239	CCL16_CCR8	simple:O15467	simple:P51685	CCL16	CCR8	True	False	True	curated	False	1.568																																																																																	
CPI-SS0ADC886E5	CCL4_CCR8	simple:P13236	simple:P51685	CCL4	CCR8	True	False	True	I2D	False	1.568																																																																																	
CPI-CS01F7D06F1	2arachidonoylglycerol_byDAGLB_GPR55	complex:2arachidonoylglycerol_byDAGLB	simple:Q9Y2T6		GPR55	True	False	True	curated	False	1.568																																																																																	
CPI-CS045C37E64	2arachidonoylglycerol_byDAGLA_GPR55	complex:2arachidonoylglycerol_byDAGLA	simple:Q9Y2T6		GPR55	True	False	True	curated	False	1.568																																																																																	
CPI-SS05BA6D9C3	CCL4_CNR2	simple:P13236	simple:P34972	CCL4	CNR2	True	False	True	IMEx,IntAct	False	1.568																																																																																	
CPI-CS030959ED1	2arachidonoylglycerol_byDAGLB_CNR2	complex:2arachidonoylglycerol_byDAGLB	simple:P34972		CNR2	True	False	True	curated	False	1.568																																																																																	
CPI-CS0C6F86DF5	2arachidonoylglycerol_byDAGLA_CNR2	complex:2arachidonoylglycerol_byDAGLA	simple:P34972		CNR2	True	False	True	curated	False	1.568																																																																																	
CPI-SS0348B76E5	CCL16_CCR1	simple:O15467	simple:P32246	CCL16	CCR1	True	False	True	curated	False	1.568																																																																																	
CPI-CS007D418BE	2arachidonoylglycerol_byDAGLB_CNR1	complex:2arachidonoylglycerol_byDAGLB	simple:P21554		CNR1	True	False	True	curated	False	1.568																																																																																	
CPI-CS0C1CAC8F7	LipoxinA4_byALOX12_CYSLTR1	complex:LipoxinA4_byALOX12	simple:Q9Y271		CYSLTR1	True	False	True	curated	False	1.568																																																																																	
CPI-CS0C89AD6A7	LeukotrieneE4_byDPEP3_CYSLTR1	complex:LeukotrieneE4_byDPEP3	simple:Q9Y271		CYSLTR1	True	False	True	curated	False	1.568																																																																																	
CPI-CS0150916A7	LeukotrieneE4_byDPEP1_CYSLTR1	complex:LeukotrieneE4_byDPEP1	simple:Q9Y271		CYSLTR1	True	False	True	curated	False	1.568																																																																																	
CPI-CS0C4ABE334	LeukotrieneD4_byGGT1_CYSLTR1	complex:LeukotrieneD4_byGGT1	simple:Q9Y271		CYSLTR1	True	False	True	curated	False	1.568																																																																																	
CPI-CS0A0F970F5	LeukotrieneD4_byGGT1_CYSLTR2	complex:LeukotrieneD4_byGGT1	simple:Q9NS75		CYSLTR2	True	False	True	curated	False	1.568																																																																																	
CPI-CS01FC3CF4D	LeukotrieneC4_byLTC4S_CYSLTR2	complex:LeukotrieneC4_byLTC4S	simple:Q9NS75		CYSLTR2	True	False	True	curated	False	1.568																																																																																	
CPI-CS0F5B070C5	LeukotrieneB4_byLTA4H_LTB4R2	complex:LeukotrieneB4_byLTA4H	simple:Q9NPC1		LTB4R2	True	False	True	curated	False	1.568																																																																																	
CPI-CS04A56D5BE	12oxoLeukotrieneB4_byPTGR1_LTB4R2	complex:12oxoLeukotrieneB4_byPTGR1	simple:Q9NPC1		LTB4R2	True	False	True	curated	False	1.568																																																																																	
CPI-CS047D9C0D7	LeukotrieneB4_byLTA4H_LTB4R	complex:LeukotrieneB4_byLTA4H	simple:Q15722		LTB4R	True	False	True	curated	False	1.568																																																																																	
CPI-CS03629A52A	2arachidonoylglycerol_byDAGLA_CNR1	complex:2arachidonoylglycerol_byDAGLA	simple:P21554		CNR1	True	False	True	curated	False	1.568																																																																																	
CPI-SS04587A7C5	CCL16_HRH4	simple:O15467	simple:Q9H3N8	CCL16	HRH4	True	False	True	curated	False	1.568																																																																																	
CPI-CS0B6CBE509	Histamine_byHDC_HRH4	complex:Histamine_byHDC	simple:Q9H3N8		HRH4	True	False	True	curated	False	1.568																																																																																	
CPI-SS093922D5A	CCL16_CCR2	simple:O15467	simple:P41597	CCL16	CCR2	True	False	True	curated	False	1.568																																																																																	
CPI-SC0EB9B5460	L1CAM_integrin_a9b1_complex	simple:P32004	complex:integrin_a9b1_complex	L1CAM		False	False	False	curated	True	1.568																																																																																	
CPI-SS03722104E	HGF_CD44	simple:P14210	simple:P16070	HGF	CD44	True	False	True	IMEx,InnateDB-All,IntAct	False	1.568																																																																																	
CPI-SS03DA2A820	FGF2_CD44	simple:P09038	simple:P16070	FGF2	CD44	True	False	True	I2D,InnateDB-All	False	1.568																																																																																	
CPI-SC09A33C92E	PLA2G2A_integrin_a4b1_complex	simple:P14555	complex:integrin_a4b1_complex	PLA2G2A		True	False	False	curated	True	1.568																																																																																	
CPI-SC042AD06C6	OMD_integrin_aVb3_complex	simple:Q99983	complex:integrin_aVb3_complex	OMD		True	False	False	curated	True	1.568																																																																																	
CPI-SC0C4FD0754	PLAUR_integrin_aVb3_complex	simple:Q03405	complex:integrin_aVb3_complex	PLAUR		True	True	False	curated	True	1.568																																																																																	
CPI-SC021D4420C	TNC_integrin_aVb3_complex	simple:P24821	complex:integrin_aVb3_complex	TNC		True	False	False	curated	True	1.568																																																																																	
CPI-SC0A6D5D2B1	MMP2_integrin_aVb3_complex	simple:P08253	complex:integrin_aVb3_complex	MMP2		True	False	False	curated	True	1.568																																																																																	
CPI-SC0D3D23FAA	IGF1_integrin_aVb3_complex	simple:P05019	complex:integrin_aVb3_complex	IGF1		True	False	False	curated	True	1.568																																																																																	
CPI-SC060FE7871	VWF_integrin_aVb3_complex	simple:P04275	complex:integrin_aVb3_complex	VWF		True	False	False	curated	True	1.568																																																																																	
CPI-SC0F0AC498A	THY1_integrin_aVb3_complex	simple:P04216	complex:integrin_aVb3_complex	THY1		False	False	False	curated	True	1.568																																																																																	
CPI-SC0FB36427B	FGF1_integrin_aVb3_complex	simple:P05230	complex:integrin_aVb3_complex	FGF1		True	False	False	curated	True	1.568																																																																																	
CPI-SC0F72E9E4E	FGF2_integrin_aVb3_complex	simple:P09038	complex:integrin_aVb3_complex	FGF2		True	False	False	curated	True	1.568																																																																																	
CPI-SC0A5BCC92E	FCER2_integrin_aVb3_complex	simple:P06734	complex:integrin_aVb3_complex	FCER2		True	True	False	curated	True	1.568																																																																																	
CPI-SC0FCA446B5	L1CAM_integrin_aVb3_complex	simple:P32004	complex:integrin_aVb3_complex	L1CAM		False	False	False	curated	True	1.568																																																																																	
CPI-SC02EA03F82	THBS1_integrin_aVb3_complex	simple:P07996	complex:integrin_aVb3_complex	THBS1		False	False	False	curated	True	1.568																																																																																	
CPI-SC045FE8A01	VTN_integrin_aVb3_complex	simple:P04004	complex:integrin_aVb3_complex	VTN		True	False	False	curated	True	1.568																																																																																	
CPI-SC07763D025	LAMC1_integrin_aVb3_complex	simple:P11047	complex:integrin_aVb3_complex	LAMC1		True	False	False	curated	True	1.568																																																																																	
CPI-SC06D7BD0F6	FN1_integrin_aVb3_complex	simple:P02751	complex:integrin_aVb3_complex	FN1		True	False	False	curated	True	1.568																																																																																	
CPI-SC03E67206C	SPP1_integrin_aVb3_complex	simple:P10451	complex:integrin_aVb3_complex	SPP1		True	False	False	curated	True	1.568																																																																																	
CPI-SS0B7BC0E4D	CCL24_CCR2	simple:O00175	simple:P41597	CCL24	CCR2	True	False	True	guidetopharmacology.org	False	1.568																																																																																	
CPI-CS055AB879D	FZD4_LRP6_WNT11	complex:FZD4_LRP6	simple:O96014		WNT11	True	False	False	curated	False	1.568																																																																																	
CPI-CS08A2EA5F7	FZD5_LRP5_WNT11	complex:FZD5_LRP5	simple:O96014		WNT11	True	False	False	curated	False	1.568																																																																																	
CPI-CS0AC9A92AD	FZD5_LRP6_WNT11	complex:FZD5_LRP6	simple:O96014		WNT11	True	False	False	curated	False	1.568																																																																																	
CPI-CS04C0033E6	FZD6_LRP5_WNT11	complex:FZD6_LRP5	simple:O96014		WNT11	True	False	False	curated	False	1.568																																																																																	
CPI-CS04EF3E555	FZD7_LRP6_WNT5A	complex:FZD7_LRP6	simple:P41221		WNT5A	True	False	False	curated	False	1.568																																																																																	
CPI-CS00D2EE99D	FZD7_LRP5_WNT5A	complex:FZD7_LRP5	simple:P41221		WNT5A	True	False	False	curated	False	1.568																																																																																	
CPI-CS01521EE2B	FZD6_LRP6_WNT5A	complex:FZD6_LRP6	simple:P41221		WNT5A	True	False	False	curated	False	1.568																																																																																	
CPI-CS008DA70F3	FZD6_LRP5_WNT5A	complex:FZD6_LRP5	simple:P41221		WNT5A	True	False	False	curated	False	1.568																																																																																	
CPI-CS00DEA8C12	FZD5_LRP6_WNT5A	complex:FZD5_LRP6	simple:P41221		WNT5A	True	False	False	curated	False	1.568																																																																																	
CPI-CS05FB0A7F1	FZD5_LRP5_WNT5A	complex:FZD5_LRP5	simple:P41221		WNT5A	True	False	False	curated	False	1.568																																																																																	
CPI-CS01BA77CE7	FZD4_LRP6_WNT5A	complex:FZD4_LRP6	simple:P41221		WNT5A	True	False	False	curated	False	1.568																																																																																	
CPI-CS03524A330	FZD4_LRP5_WNT5A	complex:FZD4_LRP5	simple:P41221		WNT5A	True	False	False	curated	False	1.568																																																																																	
CPI-CS0F06108D6	FZD3_LRP6_WNT5A	complex:FZD3_LRP6	simple:P41221		WNT5A	True	False	False	curated	False	1.568																																																																																	
CPI-CS0CF5A502A	FZD8_LRP5_WNT5A	complex:FZD8_LRP5	simple:P41221		WNT5A	True	False	False	curated	False	1.568																																																																																	
CPI-CS03025232D	FZD3_LRP5_WNT5A	complex:FZD3_LRP5	simple:P41221		WNT5A	True	False	False	curated	False	1.568																																																																																	
CPI-CS00529A443	FZD2_LRP5_WNT5A	complex:FZD2_LRP5	simple:P41221		WNT5A	True	False	False	curated	False	1.568																																																																																	
CPI-CS0B3F661F1	FZD10_LRP6_WNT5A	complex:FZD10_LRP6	simple:P41221		WNT5A	True	False	False	curated	False	1.568																																																																																	
CPI-CS0A527731D	FZD10_LRP5_WNT5A	complex:FZD10_LRP5	simple:P41221		WNT5A	True	False	False	curated	False	1.568																																																																																	
CPI-CS00426FECA	FDZ8_RYK_WNT1	complex:FDZ8_RYK	simple:P04628		WNT1	True	True	False	curated	False	1.568																																																																																	
CPI-CS0E2A9E72A	FZD9_LRP6_WNT1	complex:FZD9_LRP6	simple:P04628		WNT1	True	False	False	curated	False	1.568																																																																																	
CPI-CS05821E5C2	FZD9_LRP5_WNT1	complex:FZD9_LRP5	simple:P04628		WNT1	True	False	False	curated	False	1.568																																																																																	
CPI-CS0A0235348	FZD8_LRP6_WNT1	complex:FZD8_LRP6	simple:P04628		WNT1	True	False	False	curated	False	1.568																																																																																	
CPI-CS0621C1CFD	FZD8_LRP5_WNT1	complex:FZD8_LRP5	simple:P04628		WNT1	True	False	False	curated	False	1.568																																																																																	
CPI-CS00C4AD735	FZD7_LRP6_WNT1	complex:FZD7_LRP6	simple:P04628		WNT1	True	False	False	curated	False	1.568																																																																																	
CPI-CS09FB07CB1	FZD2_LRP6_WNT5A	complex:FZD2_LRP6	simple:P41221		WNT5A	True	False	False	curated	False	1.568																																																																																	
CPI-CS0F983512F	FZD8_LRP6_WNT5A	complex:FZD8_LRP6	simple:P41221		WNT5A	True	False	False	curated	False	1.568																																																																																	
CPI-CS008F67A0E	FZD9_LRP5_WNT5A	complex:FZD9_LRP5	simple:P41221		WNT5A	True	False	False	curated	False	1.568																																																																																	
CPI-CS0D1C88065	FZD9_LRP6_WNT5A	complex:FZD9_LRP6	simple:P41221		WNT5A	True	False	False	curated	False	1.568																																																																																	
CPI-CS0CD275AB1	FZD9_LRP6_WNT3	complex:FZD9_LRP6	simple:P56703		WNT3	True	False	False	curated	False	1.568																																																																																	
CPI-CS0F1D971DE	FZD9_LRP5_WNT3	complex:FZD9_LRP5	simple:P56703		WNT3	True	False	False	curated	False	1.568																																																																																	
CPI-CS04B8D01CF	FZD8_LRP6_WNT3	complex:FZD8_LRP6	simple:P56703		WNT3	True	False	False	curated	False	1.568																																																																																	
CPI-CS08B0C4086	FZD8_LRP5_WNT3	complex:FZD8_LRP5	simple:P56703		WNT3	True	False	False	curated	False	1.568																																																																																	
CPI-CS086CDC104	FZD7_LRP6_WNT3	complex:FZD7_LRP6	simple:P56703		WNT3	True	False	False	curated	False	1.568																																																																																	
CPI-CS0F8EF2F56	FZD7_LRP5_WNT3	complex:FZD7_LRP5	simple:P56703		WNT3	True	False	False	curated	False	1.568																																																																																	
CPI-CS0A2518705	FZD6_LRP6_WNT3	complex:FZD6_LRP6	simple:P56703		WNT3	True	False	False	curated	False	1.568																																																																																	
CPI-CS044358A94	FZD6_LRP5_WNT3	complex:FZD6_LRP5	simple:P56703		WNT3	True	False	False	curated	False	1.568																																																																																	
CPI-CS0444041A5	FZD5_LRP6_WNT3	complex:FZD5_LRP6	simple:P56703		WNT3	True	False	False	curated	False	1.568																																																																																	
CPI-CS02B318AF4	FZD5_LRP5_WNT3	complex:FZD5_LRP5	simple:P56703		WNT3	True	False	False	curated	False	1.568																																																																																	
CPI-CS0349DDD33	FZD4_LRP6_WNT3	complex:FZD4_LRP6	simple:P56703		WNT3	True	False	False	curated	False	1.568																																																																																	
CPI-CS08FF72B3A	FZD4_LRP5_WNT3	complex:FZD4_LRP5	simple:P56703		WNT3	True	False	False	curated	False	1.568																																																																																	
CPI-CS0BF2D6216	FZD3_LRP6_WNT3	complex:FZD3_LRP6	simple:P56703		WNT3	True	False	False	curated	False	1.568																																																																																	
CPI-CS0E6007E1E	FZD3_LRP5_WNT3	complex:FZD3_LRP5	simple:P56703		WNT3	True	False	False	curated	False	1.568																																																																																	
CPI-CS09572EF0C	FZD2_LRP6_WNT3	complex:FZD2_LRP6	simple:P56703		WNT3	True	False	False	curated	False	1.568																																																																																	
CPI-CS09C6CE302	FZD2_LRP5_WNT3	complex:FZD2_LRP5	simple:P56703		WNT3	True	False	False	curated	False	1.568																																																																																	
CPI-CS0113A05E1	FZD1_LRP6_WNT3	complex:FZD1_LRP6	simple:P56703		WNT3	True	False	False	curated	False	1.568																																																																																	
CPI-CS041DB789A	FZD1_LRP5_WNT3	complex:FZD1_LRP5	simple:P56703		WNT3	True	False	False	curated	False	1.568																																																																																	
CPI-CS0E310104C	FZD10_LRP6_WNT3	complex:FZD10_LRP6	simple:P56703		WNT3	True	False	False	curated	False	1.568																																																																																	
CPI-CS0D1E4E6C2	FZD10_LRP5_WNT3	complex:FZD10_LRP5	simple:P56703		WNT3	True	False	False	curated	False	1.568																																																																																	
CPI-CS04A96900E	FDZ8_RYK_WNT5A	complex:FDZ8_RYK	simple:P41221		WNT5A	True	True	False	curated	False	1.568																																																																																	
CPI-CS073E6987B	FZD7_LRP5_WNT1	complex:FZD7_LRP5	simple:P04628		WNT1	True	False	False	curated	False	1.568																																																																																	
CPI-CS02B0C68A5	FZD10_LRP5_WNT3A	complex:FZD10_LRP5	simple:P56704		WNT3A	True	False	False	curated	False	1.568																																																																																	
CPI-CS0C9174A37	FZD6_LRP6_WNT1	complex:FZD6_LRP6	simple:P04628		WNT1	True	False	False	curated	False	1.568																																																																																	
CPI-CS07277CD50	FZD5_LRP6_WNT1	complex:FZD5_LRP6	simple:P04628		WNT1	True	False	False	curated	False	1.568																																																																																	
CPI-CS026456D1C	FZD5_LRP5_WNT5B	complex:FZD5_LRP5	simple:Q9H1J7		WNT5B	True	False	False	curated	False	1.568																																																																																	
CPI-CS06CF549E0	FZD4_LRP6_WNT5B	complex:FZD4_LRP6	simple:Q9H1J7		WNT5B	True	False	False	curated	False	1.568																																																																																	
CPI-CS0B0D7EFFD	FZD4_LRP5_WNT5B	complex:FZD4_LRP5	simple:Q9H1J7		WNT5B	True	False	False	curated	False	1.568																																																																																	
CPI-CS090834433	FZD3_LRP6_WNT5B	complex:FZD3_LRP6	simple:Q9H1J7		WNT5B	True	False	False	curated	False	1.568																																																																																	
CPI-CS0DCC20D87	FZD3_LRP5_WNT5B	complex:FZD3_LRP5	simple:Q9H1J7		WNT5B	True	False	False	curated	False	1.568																																																																																	
CPI-CS0FCBFAE02	FZD2_LRP6_WNT5B	complex:FZD2_LRP6	simple:Q9H1J7		WNT5B	True	False	False	curated	False	1.568																																																																																	
CPI-CS0DF112C1C	FZD2_LRP5_WNT5B	complex:FZD2_LRP5	simple:Q9H1J7		WNT5B	True	False	False	curated	False	1.568																																																																																	
CPI-CS01D8707DF	FZD1_LRP6_WNT5B	complex:FZD1_LRP6	simple:Q9H1J7		WNT5B	True	False	False	curated	False	1.568																																																																																	
CPI-CS07545410E	FZD1_LRP5_WNT5B	complex:FZD1_LRP5	simple:Q9H1J7		WNT5B	True	False	False	curated	False	1.568																																																																																	
CPI-CS016BAF864	FZD5_LRP6_WNT5B	complex:FZD5_LRP6	simple:Q9H1J7		WNT5B	True	False	False	curated	False	1.568																																																																																	
CPI-CS0B00A632D	FZD10_LRP6_WNT5B	complex:FZD10_LRP6	simple:Q9H1J7		WNT5B	True	False	False	curated	False	1.568																																																																																	
CPI-SS044DF8749	KLRG2_WNT5B	simple:A4D1S0	simple:Q9H1J7	KLRG2	WNT5B	True	True	False	InnateDB-All	False	1.568																																																																																	
CPI-SS0FEC87269	KLRG2_TNFSF9	simple:A4D1S0	simple:P41273	KLRG2	TNFSF9	True	True	False	InnateDB-All	False	1.568																																																																																	
CPI-CS09D722BE6	FZD9_LRP6_WNT11	complex:FZD9_LRP6	simple:O96014		WNT11	True	False	False	curated	False	1.568																																																																																	
CPI-CS0FE6AA4D0	FZD9_LRP5_WNT11	complex:FZD9_LRP5	simple:O96014		WNT11	True	False	False	curated	False	1.568																																																																																	
CPI-CS000A36A67	FZD8_LRP6_WNT11	complex:FZD8_LRP6	simple:O96014		WNT11	True	False	False	curated	False	1.568																																																																																	
CPI-CS03B3DCBA3	FZD8_LRP5_WNT11	complex:FZD8_LRP5	simple:O96014		WNT11	True	False	False	curated	False	1.568																																																																																	
CPI-CS04B8C1A44	FZD7_LRP6_WNT11	complex:FZD7_LRP6	simple:O96014		WNT11	True	False	False	curated	False	1.568																																																																																	
CPI-CS0507A53BC	FZD7_LRP5_WNT11	complex:FZD7_LRP5	simple:O96014		WNT11	True	False	False	curated	False	1.568																																																																																	
CPI-CS062754C53	FZD6_LRP6_WNT11	complex:FZD6_LRP6	simple:O96014		WNT11	True	False	False	curated	False	1.568																																																																																	
CPI-CS0B031BE95	FZD10_LRP5_WNT5B	complex:FZD10_LRP5	simple:Q9H1J7		WNT5B	True	False	False	curated	False	1.568																																																																																	
CPI-CS0890B81F6	FZD6_LRP5_WNT5B	complex:FZD6_LRP5	simple:Q9H1J7		WNT5B	True	False	False	curated	False	1.568																																																																																	
CPI-CS0382E5A36	FZD6_LRP6_WNT5B	complex:FZD6_LRP6	simple:Q9H1J7		WNT5B	True	False	False	curated	False	1.568																																																																																	
CPI-CS04EF7616F	FZD7_LRP5_WNT5B	complex:FZD7_LRP5	simple:Q9H1J7		WNT5B	True	False	False	curated	False	1.568																																																																																	
CPI-CS0B2E8C8EF	FZD5_LRP5_WNT1	complex:FZD5_LRP5	simple:P04628		WNT1	True	False	False	curated	False	1.568																																																																																	
CPI-CS0A56528EB	FZD4_LRP6_WNT1	complex:FZD4_LRP6	simple:P04628		WNT1	True	False	False	curated	False	1.568																																																																																	
CPI-CS07DBC7D4F	FZD4_LRP5_WNT1	complex:FZD4_LRP5	simple:P04628		WNT1	True	False	False	curated	False	1.568																																																																																	
CPI-CS0BDA45927	FZD3_LRP6_WNT1	complex:FZD3_LRP6	simple:P04628		WNT1	True	False	False	curated	False	1.568																																																																																	
CPI-CS0F22D52C8	FZD3_LRP5_WNT1	complex:FZD3_LRP5	simple:P04628		WNT1	True	False	False	curated	False	1.568																																																																																	
CPI-CS024B9BE75	FZD2_LRP6_WNT1	complex:FZD2_LRP6	simple:P04628		WNT1	True	False	False	curated	False	1.568																																																																																	
CPI-CS016FA0A89	FZD2_LRP5_WNT1	complex:FZD2_LRP5	simple:P04628		WNT1	True	False	False	curated	False	1.568																																																																																	
CPI-CS0D8D740D0	FZD1_LRP6_WNT1	complex:FZD1_LRP6	simple:P04628		WNT1	True	False	False	curated	False	1.568																																																																																	
CPI-CS0013B4F9C	FZD1_LRP5_WNT1	complex:FZD1_LRP5	simple:P04628		WNT1	True	False	False	curated	False	1.568																																																																																	
CPI-CS0E7296DCC	FZD10_LRP6_WNT1	complex:FZD10_LRP6	simple:P04628		WNT1	True	False	False	curated	False	1.568																																																																																	
CPI-CS078A03C00	FZD10_LRP5_WNT1	complex:FZD10_LRP5	simple:P04628		WNT1	True	False	False	curated	False	1.568																																																																																	
CPI-SS098223056	SFRP2_WNT5B	simple:Q96HF1	simple:Q9H1J7	SFRP2	WNT5B	True	False	False	curated	False	1.568																																																																																	
CPI-SS004A55455	FRZB_WNT5B	simple:Q92765	simple:Q9H1J7	FRZB	WNT5B	True	False	False	curated	False	1.568																																																																																	
CPI-SS02E513EE6	SFRP1_WNT5B	simple:Q8N474	simple:Q9H1J7	SFRP1	WNT5B	True	False	False	curated	False	1.568																																																																																	
CPI-SS08696CC33	SFRP4_WNT5B	simple:Q6FHJ7	simple:Q9H1J7	SFRP4	WNT5B	True	False	False	curated	False	1.568																																																																																	
CPI-SS0BBB4E185	SFRP5_WNT5B	simple:Q5T4F7	simple:Q9H1J7	SFRP5	WNT5B	True	False	False	curated	False	1.568																																																																																	
CPI-CS0F6EF74BE	FZD9_LRP6_WNT5B	complex:FZD9_LRP6	simple:Q9H1J7		WNT5B	True	False	False	curated	False	1.568																																																																																	
CPI-CS0782E09E8	FZD9_LRP5_WNT5B	complex:FZD9_LRP5	simple:Q9H1J7		WNT5B	True	False	False	curated	False	1.568																																																																																	
CPI-CS0AE8152FD	FZD8_LRP6_WNT5B	complex:FZD8_LRP6	simple:Q9H1J7		WNT5B	True	False	False	curated	False	1.568																																																																																	
CPI-CS0DB2153A6	FZD8_LRP5_WNT5B	complex:FZD8_LRP5	simple:Q9H1J7		WNT5B	True	False	False	curated	False	1.568																																																																																	
CPI-CS0613E3AB7	FZD7_LRP6_WNT5B	complex:FZD7_LRP6	simple:Q9H1J7		WNT5B	True	False	False	curated	False	1.568																																																																																	
CPI-CS0657A12E9	FZD6_LRP5_WNT1	complex:FZD6_LRP5	simple:P04628		WNT1	True	False	False	curated	False	1.568																																																																																	
CPI-CS01377664E	FZD6_LRP5_WNT6	complex:FZD6_LRP5	simple:Q9Y6F9		WNT6	True	False	False	curated	False	1.568																																																																																	
CPI-CS035AE34D1	FZD6_LRP6_WNT6	complex:FZD6_LRP6	simple:Q9Y6F9		WNT6	True	False	False	curated	False	1.568																																																																																	
CPI-CS069C5C656	FZD7_LRP5_WNT6	complex:FZD7_LRP5	simple:Q9Y6F9		WNT6	True	False	False	curated	False	1.568																																																																																	
CPI-CC0C3B561BC	ACVR_1A2B_receptor_Inhibin_ligand_B	complex:ACVR_1A2B_receptor	complex:Inhibin_ligand_B			True	True	False	curated	False	1.568																																																																																	
CPI-CC0C6A98CDA	ACVR_1A2A_receptor_Inhibin_ligand_B	complex:ACVR_1A2A_receptor	complex:Inhibin_ligand_B			True	True	False	curated	False	1.568																																																																																	
CPI-CC0BCF8F0E9	ACVR_1C2B_receptor_Inhibin_ligand_A	complex:ACVR_1C2B_receptor	complex:Inhibin_ligand_A			True	True	False	curated	False	1.568																																																																																	
CPI-CC0680A24B2	ACVR_1C2A_receptor_Inhibin_ligand_A	complex:ACVR_1C2A_receptor	complex:Inhibin_ligand_A			True	True	False	curated	False	1.568																																																																																	
CPI-CC0CC548F18	ACVR_1B2B_receptor_Inhibin_ligand_A	complex:ACVR_1B2B_receptor	complex:Inhibin_ligand_A			True	True	False	curated	False	1.568																																																																																	
CPI-CC05E2C9AF8	ACVR_1B2A_receptor_Inhibin_ligand_A	complex:ACVR_1B2A_receptor	complex:Inhibin_ligand_A			True	True	False	curated	False	1.568																																																																																	
CPI-CC003E0125E	ACVR_1A2B_receptor_Inhibin_ligand_A	complex:ACVR_1A2B_receptor	complex:Inhibin_ligand_A			True	True	False	curated	False	1.568																																																																																	
CPI-CC02979D66D	ACVR_1A2A_receptor_Inhibin_ligand_A	complex:ACVR_1A2A_receptor	complex:Inhibin_ligand_A			True	True	False	curated	False	1.568																																																																																	
