gene_name	uniprot	is_complex	protein_name	complex_name	id_cp_interaction	B_cell	Cancer_cellHR-proficient	Cancer_cellHRD	Endothelial_cell	Fibroblast	Mast_cell	Myeloid_cell	T_cell	pDC
DKK2	Q9UBU2	False	DKK2_HUMAN		CPI-CS0730C30B0	0.0	0.001	0.0	0.024	0.048	0.0	0.011	0.001	0.002
DKK2	Q9UBU2	False	DKK2_HUMAN		CPI-SS04D1D0B92	0.0	0.001	0.0	0.024	0.048	0.0	0.011	0.001	0.002
SOSTDC1	Q6X4U4	False	SOSD1_HUMAN		CPI-SS01699C465	0.001	0.013	0.044	0.002	0.0	0.0	0.001	0.0	0.0
SOSTDC1	Q6X4U4	False	SOSD1_HUMAN		CPI-SS0AC2DA159	0.001	0.013	0.044	0.002	0.0	0.0	0.001	0.0	0.0
ALB	P02768	False	ALBU_HUMAN		CPI-CS0FC62E03D	0.001	0.009	0.002	0.0	0.002	0.0	0.001	0.001	0.0
CSF2	P04141	False	CSF2_HUMAN		CPI-CS0210859AB	0.001	0.0	0.0	0.001	0.001	0.0	0.001	0.019	0.002
KIR3DL2	P43630	False	KI3L2_HUMAN		CPI-SS0BDD10277	0.001	0.0	0.001	0.0	0.0	0.0	0.001	0.032	0.0
KIR3DL2	P43630	False	KI3L2_HUMAN		CPI-SS0987A89AE	0.001	0.0	0.001	0.0	0.0	0.0	0.001	0.032	0.0
PTPRS	Q13332	False	PTPRS_HUMAN		CPI-SS0FBC9234C	0.012	0.076	0.086	0.009	0.158	0.002	0.004	0.005	1.263
PTPRS	Q13332	False	PTPRS_HUMAN		CPI-SS00F4DDF4B	0.012	0.076	0.086	0.009	0.158	0.002	0.004	0.005	1.263
PTPRS	Q13332	False	PTPRS_HUMAN		CPI-SS0593F278B	0.012	0.076	0.086	0.009	0.158	0.002	0.004	0.005	1.263
NOTCH1	P46531	False	NOTC1_HUMAN		CPI-SS02EBC1BB0	0.043	0.031	0.04	0.492	0.123	0.026	0.075	0.096	0.073
NOTCH1	P46531	False	NOTC1_HUMAN		CPI-SS04A5D6B6F	0.043	0.031	0.04	0.492	0.123	0.026	0.075	0.096	0.073
SEMA4C	Q9C0C4	False	SEM4C_HUMAN		CPI-SS0B81F1BF5	0.005	0.087	0.047	0.213	0.102	0.015	0.048	0.028	0.021
SEMA4C	Q9C0C4	False	SEM4C_HUMAN		CPI-SS0AB21032D	0.005	0.087	0.047	0.213	0.102	0.015	0.048	0.028	0.021
FLT4	P35916	False	VGFR3_HUMAN		CPI-SS09C917D22	0.001	0.003	0.001	0.36	0.001	0.002	0.001	0.006	0.0
FLT4	P35916	False	VGFR3_HUMAN		CPI-SS0D883FFF1	0.001	0.003	0.001	0.36	0.001	0.002	0.001	0.006	0.0
ICOS	Q9Y6W8	False	ICOS_HUMAN		CPI-SS03B8E2D7A	0.016	0.01	0.012	0.008	0.003	0.006	0.013	0.314	0.014
ICOS	Q9Y6W8	False	ICOS_HUMAN		CPI-SS0E4B1484B	0.016	0.01	0.012	0.008	0.003	0.006	0.013	0.314	0.014
TNFRSF1A	P19438	False	TNR1A_HUMAN		CPI-SS04B4619D0	0.03	0.268	0.269	0.757	0.767	0.014	0.485	0.258	0.275
TNFRSF1A	P19438	False	TNR1A_HUMAN		CPI-SS084BE3E4B	0.03	0.268	0.269	0.757	0.767	0.014	0.485	0.258	0.275
TNFRSF1A	P19438	False	TNR1A_HUMAN		CPI-SS0F9B3B259	0.03	0.268	0.269	0.757	0.767	0.014	0.485	0.258	0.275
FAS	P25445	False	TNR6_HUMAN		CPI-SS08B7D54A3	0.063	0.024	0.044	0.037	0.252	0.025	0.065	0.253	0.06
FAS	P25445	False	TNR6_HUMAN		CPI-SS0A83A7E30	0.063	0.024	0.044	0.037	0.252	0.025	0.065	0.253	0.06
TNFRSF1B	P20333	False	TNR1B_HUMAN		CPI-SS0E7D5974D	0.111	0.014	0.027	0.463	0.04	0.009	0.464	0.55	0.337
TNFRSF1B	P20333	False	TNR1B_HUMAN		CPI-SS07D9A48A2	0.111	0.014	0.027	0.463	0.04	0.009	0.464	0.55	0.337
RIPK1	Q13546	False	RIPK1_HUMAN		CPI-SS048A2311A	0.055	0.075	0.048	0.115	0.099	0.061	0.074	0.106	0.108
RIPK1	Q13546	False	RIPK1_HUMAN		CPI-SS0D5C54214	0.055	0.075	0.048	0.115	0.099	0.061	0.074	0.106	0.108
RIPK1	Q13546	False	RIPK1_HUMAN		CPI-SS0DEDA3567	0.055	0.075	0.048	0.115	0.099	0.061	0.074	0.106	0.108
CELSR2	Q9HCU4	False	CELR2_HUMAN		CPI-SS034B442CE	0.004	0.173	0.075	0.004	0.019	0.021	0.012	0.006	0.003
CCL19	Q99731	False	CCL19_HUMAN		CPI-SS003610FF9	0.026	0.013	0.028	0.021	0.19	0.006	0.079	0.01	0.039
CCL19	Q99731	False	CCL19_HUMAN		CPI-SS056BE1011	0.026	0.013	0.028	0.021	0.19	0.006	0.079	0.01	0.039
CCL19	Q99731	False	CCL19_HUMAN		CPI-SS098EFF959	0.026	0.013	0.028	0.021	0.19	0.006	0.079	0.01	0.039
CCL20	P78556	False	CCL20_HUMAN		CPI-SS0F8C664D9	0.001	0.004	0.013	0.001	0.001	0.0	0.075	0.031	0.003
CCL20	P78556	False	CCL20_HUMAN		CPI-SS07F015051	0.001	0.004	0.013	0.001	0.001	0.0	0.075	0.031	0.003
CCL11	P51671	False	CCL11_HUMAN		CPI-SS0FAF4BB9E	0.001	0.002	0.003	0.002	0.065	0.0	0.0	0.001	0.0
CCL11	P51671	False	CCL11_HUMAN		CPI-SS0CCBF8F8D	0.001	0.002	0.003	0.002	0.065	0.0	0.0	0.001	0.0
CCL11	P51671	False	CCL11_HUMAN		CPI-SS08E13FAF2	0.001	0.002	0.003	0.002	0.065	0.0	0.0	0.001	0.0
CCL11	P51671	False	CCL11_HUMAN		CPI-SS079E99652	0.001	0.002	0.003	0.002	0.065	0.0	0.0	0.001	0.0
CCL11	P51671	False	CCL11_HUMAN		CPI-SS0DD547726	0.001	0.002	0.003	0.002	0.065	0.0	0.0	0.001	0.0
CXCL12	P48061	False	SDF1_HUMAN		CPI-SS0DBA4D668	0.015	0.061	0.043	0.761	1.251	0.013	0.16	0.013	0.013
CXCL12	P48061	False	SDF1_HUMAN		CPI-SS07155793F	0.015	0.061	0.043	0.761	1.251	0.013	0.16	0.013	0.013
TNFSF13	O75888	False	TNF13_HUMAN		CPI-SS0DCA69916	0.042	0.096	0.042	0.014	0.014	0.061	0.434	0.003	0.526
CD70	P32970	False	CD70_HUMAN		CPI-SS0AA47D179	0.109	0.008	0.065	0.006	0.016	0.002	0.014	0.099	0.0
CD70	P32970	False	CD70_HUMAN		CPI-SS0D4BF6CA3	0.109	0.008	0.065	0.006	0.016	0.002	0.014	0.099	0.0
TF	P02787	False	TRFE_HUMAN		CPI-SS0AA4D8EF3	0.001	0.014	0.108	0.003	0.004	0.0	0.003	0.001	0.003
HFE	Q30201	False	HFE_HUMAN		CPI-SS0651A6E1F	0.01	0.026	0.01	0.021	0.04	0.002	0.028	0.008	0.0
CD40LG	P29965	False	CD40L_HUMAN		CPI-SS083296041	0.01	0.009	0.014	0.007	0.005	0.005	0.01	0.223	0.005
INSL3	P51460	False	INSL3_HUMAN		CPI-SS05834E385	0.001	0.0	0.0	0.002	0.0	0.0	0.001	0.004	0.0
PRL	P01236	False	PRL_HUMAN		CPI-SS026776C89	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
OGN	P20774	False	MIME_HUMAN		CPI-SS0EF0750A7	0.002	0.009	0.009	0.004	0.332	0.008	0.006	0.005	0.01
ADGRV1	Q8WXG9	False	GPR98_HUMAN		CPI-SS03D887978	0.001	0.081	0.009	0.002	0.004	0.0	0.001	0.002	0.003
ADGRV1	Q8WXG9	False	GPR98_HUMAN		CPI-SS0CB4F2FE4	0.001	0.081	0.009	0.002	0.004	0.0	0.001	0.002	0.003
ADGRV1	Q8WXG9	False	GPR98_HUMAN		CPI-SS023ABAE18	0.001	0.081	0.009	0.002	0.004	0.0	0.001	0.002	0.003
C3AR1	Q16581	False	C3AR_HUMAN		CPI-SS03E48EFEA	0.003	0.004	0.005	0.005	0.003	0.238	0.388	0.042	0.002
C5AR2	Q9P296	False	C5AR2_HUMAN		CPI-SS00F4019EA	0.001	0.05	0.005	0.015	0.003	0.006	0.031	0.002	0.0
C5AR2	Q9P296	False	C5AR2_HUMAN		CPI-SS0A7E3A1AF	0.001	0.05	0.005	0.015	0.003	0.006	0.031	0.002	0.0
C5AR2	Q9P296	False	C5AR2_HUMAN		CPI-SS01E4E32AC	0.001	0.05	0.005	0.015	0.003	0.006	0.031	0.002	0.0
PDGFRB	P09619	False	PGFRB_HUMAN		CPI-SS05A26A1DE	0.007	0.021	0.022	0.042	1.25	0.018	0.014	0.011	0.003
PDGFRA	P16234	False	PGFRA_HUMAN		CPI-SS0FEEB187C	0.003	0.018	0.05	0.011	0.498	0.0	0.009	0.003	0.003
PDGFRA	P16234	False	PGFRA_HUMAN		CPI-SS0B70EB09E	0.003	0.018	0.05	0.011	0.498	0.0	0.009	0.003	0.003
IGF1	P05019	False	IGF1_HUMAN		CPI-CS099D829B9	0.04	0.011	0.01	0.017	0.51	0.001	0.118	0.005	0.003
IL10	P22301	False	IL10_HUMAN		CPI-CS090610CD1	0.003	0.0	0.005	0.002	0.005	0.001	0.095	0.017	0.0
IL10	P22301	False	IL10_HUMAN		CPI-SS0FBFBF63E	0.003	0.0	0.005	0.002	0.005	0.001	0.095	0.017	0.0
IL5	P05113	False	IL5_HUMAN		CPI-SS00EE35551	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
IL5	P05113	False	IL5_HUMAN		CPI-CS089A1A4BF	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CCL2	P13500	False	CCL2_HUMAN		CPI-SS0A84B95C5	0.011	0.035	0.064	0.146	0.334	0.153	0.76	0.01	0.01
CCL2	P13500	False	CCL2_HUMAN		CPI-SS03165AD8C	0.011	0.035	0.064	0.146	0.334	0.153	0.76	0.01	0.01
CCL7	P80098	False	CCL7_HUMAN		CPI-SS020734335	0.001	0.001	0.004	0.001	0.001	0.0	0.123	0.001	0.0
CCL7	P80098	False	CCL7_HUMAN		CPI-SS0ADA38C78	0.001	0.001	0.004	0.001	0.001	0.0	0.123	0.001	0.0
CCL7	P80098	False	CCL7_HUMAN		CPI-SS008EB600F	0.001	0.001	0.004	0.001	0.001	0.0	0.123	0.001	0.0
CCL7	P80098	False	CCL7_HUMAN		CPI-SS08B91FD2A	0.001	0.001	0.004	0.001	0.001	0.0	0.123	0.001	0.0
CCL7	P80098	False	CCL7_HUMAN		CPI-SS0CBA3DA0D	0.001	0.001	0.004	0.001	0.001	0.0	0.123	0.001	0.0
CCL7	P80098	False	CCL7_HUMAN		CPI-SS0B186A32C	0.001	0.001	0.004	0.001	0.001	0.0	0.123	0.001	0.0
CCL7	P80098	False	CCL7_HUMAN		CPI-SS0638E0E29	0.001	0.001	0.004	0.001	0.001	0.0	0.123	0.001	0.0
CXCL8	P10145	False	IL8_HUMAN		CPI-SS052C9BB74	0.002	0.007	0.011	0.008	0.003	0.022	0.474	0.002	0.0
CCL3	P10147	False	CCL3_HUMAN		CPI-SS04318D03E	0.027	0.012	0.017	0.014	0.008	0.024	1.025	0.251	0.021
CCL4	P13236	False	CCL4_HUMAN		CPI-SS0AFE077D8	0.088	0.037	0.068	0.042	0.024	0.101	0.896	1.089	0.099
CCL5	P13501	False	CCL5_HUMAN		CPI-SS0AE4CF4E7	0.211	0.091	0.149	0.088	0.091	0.053	0.285	2.102	0.02
CCL5	P13501	False	CCL5_HUMAN		CPI-SS0DA291AD9	0.211	0.091	0.149	0.088	0.091	0.053	0.285	2.102	0.02
CCL3L1	P16619	False	CL3L1_HUMAN		CPI-SS073B0CE7A	0.006	0.004	0.004	0.005	0.003	0.006	0.476	0.112	0.004
CCL8	P80075	False	CCL8_HUMAN		CPI-SS0BE8BE8E9	0.001	0.005	0.009	0.016	0.037	0.001	0.272	0.002	0.0
CCL8	P80075	False	CCL8_HUMAN		CPI-SS09AFCF898	0.001	0.005	0.009	0.016	0.037	0.001	0.272	0.002	0.0
CCL8	P80075	False	CCL8_HUMAN		CPI-SS0F8C2FA91	0.001	0.005	0.009	0.016	0.037	0.001	0.272	0.002	0.0
CCL8	P80075	False	CCL8_HUMAN		CPI-SS0E7EDE823	0.001	0.005	0.009	0.016	0.037	0.001	0.272	0.002	0.0
CCL8	P80075	False	CCL8_HUMAN		CPI-SS0DFAF1FE2	0.001	0.005	0.009	0.016	0.037	0.001	0.272	0.002	0.0
CCL14	Q16627	False	CCL14_HUMAN		CPI-SS045A5FC60	0.001	0.0	0.0	0.438	0.003	0.001	0.001	0.001	0.0
CCL14	Q16627	False	CCL14_HUMAN		CPI-SS059CC19A3	0.001	0.0	0.0	0.438	0.003	0.001	0.001	0.001	0.0
CCL14	Q16627	False	CCL14_HUMAN		CPI-SS0FA7A69D9	0.001	0.0	0.0	0.438	0.003	0.001	0.001	0.001	0.0
CCL13	Q99616	False	CCL13_HUMAN		CPI-SS06B0861F1	0.001	0.001	0.002	0.0	0.009	0.0	0.068	0.001	0.0
CCL13	Q99616	False	CCL13_HUMAN		CPI-SS0C98C08DA	0.001	0.001	0.002	0.0	0.009	0.0	0.068	0.001	0.0
CCL13	Q99616	False	CCL13_HUMAN		CPI-SS0B887F7AC	0.001	0.001	0.002	0.0	0.009	0.0	0.068	0.001	0.0
CCL13	Q99616	False	CCL13_HUMAN		CPI-SS0EDD062F7	0.001	0.001	0.002	0.0	0.009	0.0	0.068	0.001	0.0
CCL28	Q9NRJ3	False	CCL28_HUMAN		CPI-SS091B461CB	0.041	0.081	0.027	0.019	0.009	0.041	0.018	0.054	0.006
CCL28	Q9NRJ3	False	CCL28_HUMAN		CPI-SS05B92CCC4	0.041	0.081	0.027	0.019	0.009	0.041	0.018	0.054	0.006
CCL28	Q9NRJ3	False	CCL28_HUMAN		CPI-SS064C772FE	0.041	0.081	0.027	0.019	0.009	0.041	0.018	0.054	0.006
CCL27	Q9Y4X3	False	CCL27_HUMAN		CPI-SS0D34B5517	0.0	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.0
CCL27	Q9Y4X3	False	CCL27_HUMAN		CPI-SS0B2979A10	0.0	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.0
CCL26	Q9Y258	False	CCL26_HUMAN		CPI-SS092C1B321	0.0	0.0	0.001	0.002	0.032	0.0	0.0	0.0	0.0
CCL26	Q9Y258	False	CCL26_HUMAN		CPI-SS04EE957D8	0.0	0.0	0.001	0.002	0.032	0.0	0.0	0.0	0.0
CCL26	Q9Y258	False	CCL26_HUMAN		CPI-SS0815A0EE0	0.0	0.0	0.001	0.002	0.032	0.0	0.0	0.0	0.0
CCL23	P55773	False	CCL23_HUMAN		CPI-SS09199F78C	0.0	0.0	0.001	0.093	0.0	0.017	0.011	0.006	0.0
CCL23	P55773	False	CCL23_HUMAN		CPI-SS0F3DB0252	0.0	0.0	0.001	0.093	0.0	0.017	0.011	0.006	0.0
CCL23	P55773	False	CCL23_HUMAN		CPI-SS0D57FCA8C	0.0	0.0	0.001	0.093	0.0	0.017	0.011	0.006	0.0
CCL18	P55774	False	CCL18_HUMAN		CPI-SS041751A4D	0.003	0.003	0.006	0.001	0.003	0.006	0.154	0.003	0.0
CCL18	P55774	False	CCL18_HUMAN		CPI-SS03188FD02	0.003	0.003	0.006	0.001	0.003	0.006	0.154	0.003	0.0
TNFSF10	P50591	False	TNF10_HUMAN		CPI-SS0898D7F7F	0.185	0.57	0.163	0.939	0.398	0.626	0.479	0.346	0.286
TNFSF10	P50591	False	TNF10_HUMAN		CPI-SS0179FBFD3	0.185	0.57	0.163	0.939	0.398	0.626	0.479	0.346	0.286
TNFSF10	P50591	False	TNF10_HUMAN		CPI-SS0AD0ED887	0.185	0.57	0.163	0.939	0.398	0.626	0.479	0.346	0.286
TNFSF10	P50591	False	TNF10_HUMAN		CPI-SS01ECFDA18	0.185	0.57	0.163	0.939	0.398	0.626	0.479	0.346	0.286
IL11	P20809	False	IL11_HUMAN		CPI-CS0B41A1AAE	0.001	0.004	0.007	0.0	0.02	0.0	0.0	0.0	0.0
IL4	P05112	False	IL4_HUMAN		CPI-CS0D2432398	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
IL4	P05112	False	IL4_HUMAN		CPI-CS0239634F6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
IL13	P35225	False	IL13_HUMAN		CPI-CS02010E82F	0.0	0.0	0.0	0.0	0.0	0.003	0.0	0.003	0.0
IL15	P40933	False	IL15_HUMAN		CPI-CS068959EAB	0.056	0.012	0.017	0.112	0.034	0.014	0.104	0.032	0.007
IL2	P60568	False	IL2_HUMAN		CPI-SS09F430F14	0.002	0.002	0.002	0.001	0.001	0.0	0.001	0.029	0.002
IL2	P60568	False	IL2_HUMAN		CPI-CS0E2BE2DEE	0.002	0.002	0.002	0.001	0.001	0.0	0.001	0.029	0.002
IL2	P60568	False	IL2_HUMAN		CPI-CS0EE48BB05	0.002	0.002	0.002	0.001	0.001	0.0	0.001	0.029	0.002
NTF4	P34130	False	NTF4_HUMAN		CPI-SS0BA3A1C3A	0.0	0.004	0.011	0.0	0.0	0.0	0.0	0.0	0.0
GDNF	P39905	False	GDNF_HUMAN		CPI-SS0C23EF34B	0.0	0.001	0.001	0.001	0.005	0.0	0.0	0.0	0.0
IL17C	Q9P0M4	False	IL17C_HUMAN		CPI-CS02C7E2FBB	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.0
IL18	Q14116	False	IL18_HUMAN		CPI-CS09E0127D2	0.014	0.011	0.022	0.007	0.005	0.667	0.567	0.01	0.168
IL1A	P01583	False	IL1A_HUMAN		CPI-CS0465E25F9	0.002	0.0	0.0	0.0	0.0	0.002	0.029	0.0	0.0
IL1A	P01583	False	IL1A_HUMAN		CPI-CS05F37AC7A	0.002	0.0	0.0	0.0	0.0	0.002	0.029	0.0	0.0
IL1B	P01584	False	IL1B_HUMAN		CPI-CS093EA33BE	0.003	0.003	0.013	0.006	0.002	0.024	0.685	0.003	0.0
IL1B	P01584	False	IL1B_HUMAN		CPI-CS09CDFC0C5	0.003	0.003	0.013	0.006	0.002	0.024	0.685	0.003	0.0
IL1RN	P18510	False	IL1RA_HUMAN		CPI-CS01C6805BA	0.002	0.036	0.011	0.001	0.002	0.037	0.36	0.006	0.0
IL1RN	P18510	False	IL1RA_HUMAN		CPI-CS0A13FF479	0.002	0.036	0.011	0.001	0.002	0.037	0.36	0.006	0.0
IL20	Q9NYY1	False	IL20_HUMAN		CPI-CS033FF1896	0.002	0.101	0.018	0.004	0.002	0.0	0.004	0.002	0.0
IL20	Q9NYY1	False	IL20_HUMAN		CPI-CS065C78487	0.002	0.101	0.018	0.004	0.002	0.0	0.004	0.002	0.0
IL19	Q9UHD0	False	IL19_HUMAN		CPI-CS07DF0B644	0.0	0.003	0.001	0.0	0.001	0.0	0.0	0.0	0.0
IL21	Q9HBE4	False	IL21_HUMAN		CPI-CS08C1C42FF	0.0	0.0	0.001	0.001	0.0	0.0	0.001	0.019	0.002
IL26	Q9NPH9	False	IL26_HUMAN		CPI-CS0F1386400	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.002	0.0
IL33	O95760	False	IL33_HUMAN		CPI-CS0552A7387	0.002	0.009	0.007	0.711	0.093	0.005	0.003	0.002	0.003
IL36G	Q9NZH8	False	IL36G_HUMAN		CPI-CS03959C2DF	0.0	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.0
IL36RN	Q9UBH0	False	I36RA_HUMAN		CPI-CS09B4A8389	0.0	0.0	0.002	0.0	0.0	0.0	0.0	0.0	0.0
IL37	Q9NZH6	False	IL37_HUMAN		CPI-CS0EF619259	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001	0.0
IL6	P05231	False	IL6_HUMAN		CPI-CS023BD53E7	0.047	0.002	0.004	0.044	0.015	0.0	0.061	0.0	0.0
IL7	P13232	False	IL7_HUMAN		CPI-CS08B606C20	0.053	0.006	0.008	0.012	0.027	0.004	0.022	0.02	0.005
FGF23	Q9GZV9	False	FGF23_HUMAN		CPI-CS0E318EE6C	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
FGF23	Q9GZV9	False	FGF23_HUMAN		CPI-SS01D785DBA	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
FGF23	Q9GZV9	False	FGF23_HUMAN		CPI-SS0883B7EE4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
EPHA4	P54764	False	EPHA4_HUMAN		CPI-SS06A0B20BD	0.023	0.014	0.017	0.209	0.032	0.002	0.004	0.077	0.016
EPHA4	P54764	False	EPHA4_HUMAN		CPI-SS0D1AE5C79	0.023	0.014	0.017	0.209	0.032	0.002	0.004	0.077	0.016
EPHA4	P54764	False	EPHA4_HUMAN		CPI-SS0E63AB61E	0.023	0.014	0.017	0.209	0.032	0.002	0.004	0.077	0.016
EPHA4	P54764	False	EPHA4_HUMAN		CPI-SS0EBFE1854	0.023	0.014	0.017	0.209	0.032	0.002	0.004	0.077	0.016
EPHA4	P54764	False	EPHA4_HUMAN		CPI-SS05B4EB419	0.023	0.014	0.017	0.209	0.032	0.002	0.004	0.077	0.016
EPHA4	P54764	False	EPHA4_HUMAN		CPI-SS0659DBE72	0.023	0.014	0.017	0.209	0.032	0.002	0.004	0.077	0.016
EPHA4	P54764	False	EPHA4_HUMAN		CPI-SS0FC01B947	0.023	0.014	0.017	0.209	0.032	0.002	0.004	0.077	0.016
EPHA4	P54764	False	EPHA4_HUMAN		CPI-SS087E0E3FB	0.023	0.014	0.017	0.209	0.032	0.002	0.004	0.077	0.016
FGF9	P31371	False	FGF9_HUMAN		CPI-SS0907A7598	0.001	0.002	0.002	0.0	0.003	0.0	0.001	0.001	0.0
FGF9	P31371	False	FGF9_HUMAN		CPI-SS07A9A501C	0.001	0.002	0.002	0.0	0.003	0.0	0.001	0.001	0.0
CD83	Q01151	False	CD83_HUMAN		CPI-SS00D9A0644	0.723	0.031	0.104	0.022	0.02	0.378	0.722	0.089	0.608
NECTIN1	Q15223	False	PVRL1_HUMAN		CPI-SS02E314589	0.003	0.045	0.046	0.028	0.052	0.011	0.014	0.003	0.315
NECTIN1	Q15223	False	PVRL1_HUMAN		CPI-SS02C29C238	0.003	0.045	0.046	0.028	0.052	0.011	0.014	0.003	0.315
NECTIN1	Q15223	False	PVRL1_HUMAN		CPI-SS03F821467	0.003	0.045	0.046	0.028	0.052	0.011	0.014	0.003	0.315
PTPRR	Q15256	False	PTPRR_HUMAN		CPI-SS0CC898553	0.0	0.004	0.004	0.02	0.002	0.002	0.0	0.001	0.0
FGF22	Q9HCT0	False	FGF22_HUMAN		CPI-SS0EE9E214A	0.0	0.001	0.0	0.0	0.001	0.003	0.0	0.001	0.0
XPR1	Q9UBH6	False	XPR1_HUMAN		CPI-SS098F416C1	0.029	0.066	0.076	0.128	0.067	0.038	0.048	0.052	0.063
FGF20	Q9NP95	False	FGF20_HUMAN		CPI-SS0BE5B4FCD	0.0	0.0	0.0	0.0	0.0	0.0	0.001	0.0	0.0
EPHA7	Q15375	False	EPHA7_HUMAN		CPI-SS01DCC7684	0.0	0.003	0.002	0.007	0.0	0.0	0.0	0.0	0.0
EPHA7	Q15375	False	EPHA7_HUMAN		CPI-SS03E450F99	0.0	0.003	0.002	0.007	0.0	0.0	0.0	0.0	0.0
EPHA7	Q15375	False	EPHA7_HUMAN		CPI-SS0D5DBB634	0.0	0.003	0.002	0.007	0.0	0.0	0.0	0.0	0.0
EPHA7	Q15375	False	EPHA7_HUMAN		CPI-SS0F81DBF22	0.0	0.003	0.002	0.007	0.0	0.0	0.0	0.0	0.0
EPHA7	Q15375	False	EPHA7_HUMAN		CPI-SS028688B7B	0.0	0.003	0.002	0.007	0.0	0.0	0.0	0.0	0.0
EPHA7	Q15375	False	EPHA7_HUMAN		CPI-SS0D4F593F1	0.0	0.003	0.002	0.007	0.0	0.0	0.0	0.0	0.0
EPHA1	P21709	False	EPHA1_HUMAN		CPI-SS0B34CBA4B	0.009	0.045	0.032	0.004	0.003	0.009	0.006	0.126	0.011
EPHA1	P21709	False	EPHA1_HUMAN		CPI-SS0FF49C823	0.009	0.045	0.032	0.004	0.003	0.009	0.006	0.126	0.011
EPHA2	P29317	False	EPHA2_HUMAN		CPI-SS08A54963F	0.0	0.011	0.014	0.125	0.054	0.0	0.01	0.001	0.292
EPHA2	P29317	False	EPHA2_HUMAN		CPI-SS046F6F0C1	0.0	0.011	0.014	0.125	0.054	0.0	0.01	0.001	0.292
EPHA3	P29320	False	EPHA3_HUMAN		CPI-SS0C875BA24	0.003	0.024	0.004	0.003	0.059	0.006	0.002	0.004	0.0
EPHA3	P29320	False	EPHA3_HUMAN		CPI-SS09CA492BA	0.003	0.024	0.004	0.003	0.059	0.006	0.002	0.004	0.0
EPHA8	P29322	False	EPHA8_HUMAN		CPI-SS0830C7910	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
EPHA8	P29322	False	EPHA8_HUMAN		CPI-SS037E6BEDF	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
EPHB4	P54760	False	EPHB4_HUMAN		CPI-SS08D0F9109	0.004	0.12	0.096	0.401	0.056	0.002	0.007	0.003	0.006
EPHB4	P54760	False	EPHB4_HUMAN		CPI-SS0A0DE9CD6	0.004	0.12	0.096	0.401	0.056	0.002	0.007	0.003	0.006
EPHB3	P54753	False	EPHB3_HUMAN		CPI-SS082ABF1EA	0.002	0.081	0.137	0.005	0.123	0.0	0.013	0.002	0.0
EPHB1	P54762	False	EPHB1_HUMAN		CPI-SS0BFD8E056	0.001	0.002	0.021	0.033	0.001	0.0	0.002	0.001	0.492
OSM	P13725	False	ONCM_HUMAN		CPI-CS0E661878B	0.005	0.002	0.002	0.002	0.001	0.049	0.149	0.047	0.003
OSM	P13725	False	ONCM_HUMAN		CPI-CS06D50EBF8	0.005	0.002	0.002	0.002	0.001	0.049	0.149	0.047	0.003
LIF	P15018	False	LIF_HUMAN		CPI-CS07B61574B	0.0	0.005	0.006	0.0	0.009	0.43	0.004	0.008	0.002
FPR2	P25090	False	FPR2_HUMAN		CPI-CS0C94B5884	0.001	0.0	0.0	0.0	0.0	0.0	0.043	0.0	0.0
FPR2	P25090	False	FPR2_HUMAN		CPI-CS0FC36F030	0.001	0.0	0.0	0.0	0.0	0.0	0.043	0.0	0.0
FPR2	P25090	False	FPR2_HUMAN		CPI-SS030BB46BB	0.001	0.0	0.0	0.0	0.0	0.0	0.043	0.0	0.0
FPR2	P25090	False	FPR2_HUMAN		CPI-SS0F66EA6BE	0.001	0.0	0.0	0.0	0.0	0.0	0.043	0.0	0.0
FPR2	P25090	False	FPR2_HUMAN		CPI-SS05F45873A	0.001	0.0	0.0	0.0	0.0	0.0	0.043	0.0	0.0
FPR1	P21462	False	FPR1_HUMAN		CPI-SS0F739D3DB	0.001	0.005	0.002	0.001	0.001	0.007	0.278	0.001	0.0
FPR3	P25089	False	FPR3_HUMAN		CPI-SS06CCF5A54	0.002	0.005	0.008	0.005	0.003	0.0	0.567	0.002	0.004
PTPRZ1	P23471	False	PTPRZ_HUMAN		CPI-SS027E12A36	0.001	0.004	0.015	0.0	0.001	0.0	0.0	0.0	0.0
PTPRZ1	P23471	False	PTPRZ_HUMAN		CPI-SS04E690D72	0.001	0.004	0.015	0.0	0.001	0.0	0.0	0.0	0.0
